Date,Open,High,Low,Close,Volume,DJI,Nasdaq,Stochastic_Oscillator,Stochastic_Move,RSI,RSI_Move,Wiki_Traffic,Wiki_MA_2,Wiki_MA_3,Wiki_MA_4,Wiki_MA_5,Wiki_MA_6,Wiki_MA_7,Wiki_MA_8,Wiki_MA_9,Wiki_MA_10,Wiki_EMA_3,Wiki_EMA_5,Wiki_EMA_10,Wiki_3_day_Disparity,Wiki_5_day_Disparity,Wiki_10_day_Disparity,Wiki_Momentum_1,Wiki_Momentum_2,Wiki_ROC,Wiki_Move,Wiki_MA3_Move,Wiki_EMA5_Move,Wiki_3dayDisparity_Move,Wiki_ROC_Move,Wiki_5_day_RSI,Wiki_RSI_Move,Google,Google_MA_2,Google_MA_3,Google_MA_4,Google_MA_5,Google_MA_6,Google_MA_7,Google_MA_8,Google_MA_9,Google_MA_10,Google_EMA_3,Google_EMA_5,Google_EMA_10,Google_3_day_Disparity,Google_5_day_Disparity,Google_10_day_Disparity,Google_Momentum_1,Google_Momentum_2,Google_ROC,Google_Move,Google_MA3_Move,Google_EMA5_Move,Google_3dayDisparity_Move,Google_ROC_Move,Google_5_day_RSI,Google_RSI_Move,News_Sentiment,Senti_Move,Target1,Target2,Target3,Target4,Target5
2/12/13,781.75,787.9,779.37,389.96,3731900,14018.7,3186.49,84.81,0,72.11,0,55654,54264,52070.67,53240.25,53832.4,54034,54456,54037.75,53909.78,53677.9,54044.83,54358,54037.19,106.88,103.38,103.68,99.03,-547,-0.97,1,0,1,1,1,51.63269662,1,30.8,33.6,35.19012346,35.98518519,38.92888889,37.69382716,36.22433862,34.95716586,35.80733584,36.22660225,34.25679012,36.31506173,35.2399473,87.52455796,79.11862085,85.02039408,60.74506939,-19.9037037,-32.90764966,0,0,0,0,0,49.08091719,0,-0.129,1,0,0,1,1,0
2/13/13,780.13,785.35,779.97,391.04,2405200,13982.91,3196.88,87.81,1,68.34,0,53173,54413.5,53900.33,52346.25,53226.8,53722.5,53911,54295.63,53941.67,53836.1,52621.83,53612.6,53715.54,98.65,99.9,98.77,93.7,-3576,-6.3,0,1,0,0,0,42.45414673,0,40.6,35.7,35.93333333,36.54259259,36.90814815,39.20740741,38.10899471,36.7712963,35.58414743,36.28660225,37.89506173,39.48592593,37.07085639,112.987013,110.0028098,111.8870257,105.8108108,2.22962963,6.340509259,1,1,1,1,1,32.9925187,0,-0.125,1,0,0,1,1,1
2/14/13,779.73,788.74,777.77,393.52,3483500,13973.39,3198.66,97.82,1,70.69,1,149348,101260.5,86058.33,77762.25,71746.6,69247,67383.29,65840.63,64857,63482.3,101624.17,85267.2,79094.25,173.54,208.16,235.26,313.2,101664,213.2,1,1,1,1,1,90.01996698,1,74.2,57.4,48.53333333,45.5,44.07407407,43.12345679,44.20634921,42.62037037,40.93004115,39.44573269,55.06666667,49.33876543,45.76469038,152.8846154,168.3529412,188.1065325,193.3783784,35.82962963,91.56460905,1,1,1,1,1,85.14750763,1,-0.078,1,0,1,1,1,1
2/15/13,787.4,793.26,787.07,396.05,5480000,13981.76,3192.03,99.21,1,74.9,1,66682,108015,89734.33,81214.25,75546.2,70902.5,68880.57,67295.63,65934.11,65039.5,76370.17,70058.4,65338.14,74.31,88.27,102.53,126.11,13808,26.11,0,1,0,0,0,55.01817298,0,37.8,56,50.86666667,45.85,43.96,43.02839506,42.36296296,43.40555556,42.08477366,40.61703704,43.16666667,41.98271605,40.10484848,74.31192661,85.98726115,93.06439553,103.8461538,1.4,2.775862069,0,1,0,0,0,49.6735905,0,-0.176,0,1,1,1,1,1
2/19/13,795.99,807,795.28,403.02,5885500,14035.67,3213.59,99.74,1,77.79,1,50846,58764,88958.67,80012.25,75140.6,71429.5,68037.29,66626.25,65467.89,64425.3,70290.17,67312.8,61956.34,57.16,67.67,78.92,91.36,-4808,-8.64,0,0,0,0,0,49.49284278,0,103.4444444,70.62222222,71.81481481,64.01111111,57.36888889,53.87407407,51.65925926,49.99814815,50.07654321,48.22074074,77.15555556,63.78814815,58.26141414,144.0433213,180.3145336,214.5227196,335.8585859,72.64444444,181.6111111,1,1,1,1,1,72.19361483,1,0.015,1,0,1,0,0,0
2/20/13,805.3,808.97,791.79,395.83,5549000,13927.54,3164.41,71.88,0,67.57,0,48190,49518,55239.33,78766.5,73647.8,70648.83,68109.57,65556.38,64577.78,63740.1,68574.33,66157.07,60912.81,87.24,65.43,75.6,90.63,-4983,-9.37,0,0,0,1,0,48.132263,0,88.66666667,96.05555556,76.63703704,76.02777778,68.94222222,62.58518519,58.84444444,56.28518519,54.29465021,53.93555556,80.24074074,67.80148148,60.25030303,115.6968877,128.6101083,164.3937209,218.3908046,48.06666667,112.8095238,0,1,1,0,0,68.05825243,0,0.027,1,1,0,1,0,1
2/21/13,798,805.45,791.22,397.37,7039000,13880.62,3131.49,73.58,1,67.93,1,45480,46835,48172,52799.5,72109.2,68953.17,67053.29,65280.88,63325.67,62668,50359.67,64258.53,59542.91,94.41,63.07,72.57,30.45,-103868,-69.55,0,0,0,1,0,48.07716341,0,101.3333333,95,97.81481481,82.81111111,81.08888889,74.34074074,68.12063492,64.15555556,61.29053498,58.99851852,88.98518519,79.73925926,66.69575758,103.5971223,124.965744,171.7557252,136.5678347,27.13333333,104.0111111,1,1,1,0,0,68.61970296,1,-0.114,0,1,1,1,1,0
2/22/13,799.26,801.25,793.8,399.46,4123100,14000.57,3161.82,81.74,1,62.64,0,42713,44096.5,45461,46807.25,50782.2,67209.83,65204.57,64010.75,62773.33,61264.4,45442.5,62310.47,57891.42,93.96,84.11,69.72,64.05,-23969,-35.95,0,0,0,0,1,0,0,111.8888889,106.6111111,100.6296296,101.3333333,88.62666667,86.22222222,79.7047619,73.59166667,69.45925926,66.35037037,104.8518519,91.35555556,74.63010101,111.1888112,126.2474299,168.6334052,296.0023516,74.08888889,270.3243243,1,1,1,1,1,63.4560457,0,-0.054,1,1,1,0,0,1
2/25/13,802.3,808.41,790.49,394.99,4625000,13784.17,3116.25,63.94,0,68.09,1,53335,48024,47176,47429.5,48112.8,51207.67,65227.71,63720.88,62824.56,61829.5,49398,51633.13,60285.05,113.06,110.85,86.26,104.9,2489,4.9,1,1,0,1,1,30.70740944,1,30,70.94444444,81.07407407,82.97222222,87.06666667,78.85555556,78.19047619,73.49166667,68.74814815,65.51333333,65.31481481,69.08444444,59.05636364,37.00319781,34.45635528,45.79220515,29.00107411,-73.44444444,-233.0199765,0,0,0,0,0,47.89795185,0,0.171,1,1,0,0,0,0
2/26/13,795,795.95,784.4,394.67,4421500,13900.13,3129.65,62.67,0,64.93,0,66748,60041.5,54265.33,52069,51293.2,51218.67,53427.71,65417.75,64057.22,63216.9,56962,54324.53,63858.92,123,130.13,105.59,138.51,18558,38.51,1,1,1,1,1,74.71711017,1,51.81818182,40.90909091,64.56902357,73.76010101,76.74141414,81.19191919,74.99307359,74.89393939,71.08350168,67.05515152,66.44612795,75.31717172,64.28479339,80.25238567,67.52310001,77.27695881,58.44155844,-36.84848485,-72.67414835,1,0,1,1,1,31.78416138,0,0.179,1,1,0,1,1,0
2/27/13,794.8,804.75,791.11,399.49,4067300,14075.37,3162.26,78.86,1,67.04,1,58935,62841.5,59672.67,55432.75,53442.2,52566.83,52321,54116.13,64697.44,63545,56600.17,53840.47,62706.82,98.76,110.28,92.75,129.58,13455,29.58,0,1,0,0,0,64.39383791,0,54.54545455,53.18181818,45.45454545,62.06313131,69.91717172,73.04208754,77.38528139,72.43712121,72.63299663,69.42969697,59.55723906,69.34276094,66.72347107,120,78.01438932,78.56213829,53.8277512,-46.78787879,-121.9375219,1,0,0,1,0,36.84169523,1,-0.015,0,1,1,1,1,1
2/28/13,801.1,806.99,801.03,400.2,4548500,14054.49,3160.19,77.94,0,66.12,0,54435,56685,60039.33,58363.25,55233.2,53607.67,52833.71,52585.25,54151.56,63671.2,57053.83,53773.13,61991.89,90.67,98.55,85.49,127.44,11722,27.44,0,1,0,0,0,61.44701521,0,50.45454545,52.5,52.27272727,46.70454545,59.74141414,66.67340067,69.81529582,74.01893939,69.99461279,70.41515152,47.95454545,63.42962963,66.78595041,96.52173913,84.45488976,71.65296725,45.09343685,-61.43434343,-160.1088101,0,1,0,0,0,28.98973888,0,0.096,1,0,0,1,1,0
3/1/13,797.8,807.14,796.15,402.69,4367000,14089.66,3169.74,92.11,1,63.33,0,58664,56549.5,57344.67,59695.5,58423.4,55805,54330,53562.5,53260.67,54602.8,59351.67,56376.8,55341.2,102.3,100.41,107.44,109.99,5329,9.99,1,0,1,1,0,69.6552234,1,49.09090909,49.77272727,51.36363636,51.47727273,47.18181818,57.96632997,64.16161616,67.22474747,71.24915825,67.90424242,50.68181818,56.19124579,64.48363636,95.57522124,104.0462428,72.2943182,163.6363636,19.09090909,52.44755245,0,0,0,0,1,21.93734766,0,0.153,1,0,1,1,1,1
3/4/13,805.3,822.84,805,410.34,5571900,14127.82,3182.03,97.03,1,71.6,1,66685,62674.5,59928,59679.75,61093.4,59800.33,57359.29,55874.38,55020.56,54603.1,62014.83,61177.27,56799.81,111.28,109.15,122.13,99.91,-63,-0.09,1,1,1,1,0,67.57689067,0,56.20588235,52.64839572,51.9171123,52.57419786,52.42299465,48.68582888,57.71483745,63.16714944,66.00042913,69.74483066,53.78475936,50.18983957,67.28320369,108.2608024,107.2160847,80.58788275,108.4674923,4.387700535,14.24578096,1,1,0,1,0,85.30365247,1,-0.067,0,1,1,1,1,1
3/5/13,828.93,840.15,828.9,418.88,8118400,14253.77,3224.13,97.52,1,77.35,1,58745,62715,61364.67,59632.25,59492.8,60702,59649.57,57532.5,56193.33,55393,59336.5,60310.6,56002.45,95.73,98.74,106.05,99.68,-190,-0.32,0,1,0,0,0,37.68882872,0,49,52.60294118,51.43226381,51.18783422,51.85935829,51.85249554,48.73071047,56.62548277,61.59302172,64.30038622,50.45855615,51.28199643,61.51849781,95.27093767,94.4863215,76.20482999,89.83333333,-5.545454545,-13.65875504,0,0,1,0,0,43.73811787,0,0.071,1,1,1,0,1,0
