Date,Open,High,Low,Close,Volume,DJI,Nasdaq,Stochastic_Oscillator,Stochastic_Move,RSI,RSI_Move,Wiki_Traffic,Wiki_MA_2,Wiki_MA_3,Wiki_MA_4,Wiki_MA_5,Wiki_MA_6,Wiki_MA_7,Wiki_MA_8,Wiki_MA_9,Wiki_MA_10,Wiki_EMA_3,Wiki_EMA_5,Wiki_EMA_10,Wiki_3_day_Disparity,Wiki_5_day_Disparity,Wiki_10_day_Disparity,Wiki_Momentum_1,Wiki_Momentum_2,Wiki_ROC,Wiki_Move,Wiki_MA3_Move,Wiki_EMA5_Move,Wiki_3dayDisparity_Move,Wiki_ROC_Move,Wiki_5_day_RSI,Wiki_RSI_Move,Google,Google_MA_2,Google_MA_3,Google_MA_4,Google_MA_5,Google_MA_6,Google_MA_7,Google_MA_8,Google_MA_9,Google_MA_10,Google_EMA_3,Google_EMA_5,Google_EMA_10,Google_3_day_Disparity,Google_5_day_Disparity,Google_10_day_Disparity,Google_Momentum_1,Google_Momentum_2,Google_ROC,Google_Move,Google_MA3_Move,Google_EMA5_Move,Google_3dayDisparity_Move,Google_ROC_Move,Google_5_day_RSI,Google_RSI_Move,News_Sentiment,Senti_Move,Target1,Target2,Target3,Target4,Target5
2/7/13,21.209999,21.26,21,18.906289,34442900,13944.05,3165.13,81.39535169,0,53.24675638,0,2729,2847,2785.666667,2738.75,2652,2663.166667,2693.142857,2680.25,2650.666667,2636.9,2735.5,2676.333333,2653.645455,97.96577719,102.9034691,103.4927377,118.3947939,424,18.39479393,0,1,0,0,1,50.38167939,0,38.37037037,44.53703704,40.19753086,37,34.8173913,36.11594203,36.67080745,38.39130435,38.47342995,38.14257047,37.45679012,36.5668277,38.18398864,95.45454545,110.2046102,100.5972327,147.0864198,12.28341385,19.55449248,0,1,0,0,1,46.03686081,0,0.397,1,1,0,1,0,0
2/8/13,21.17,21.299999,21.129999,18.96005,23056900,13992.97,3193.87,84.44453993,1,53.04346602,0,2390,2559.5,2694.666667,2686.75,2669,2608.333333,2624.142857,2655.25,2648,2624.6,2587.833333,2564.666667,2581.945455,88.69371598,89.54664668,91.06149508,91.99384142,-208,-8.006158584,0,0,0,0,0,53.44129555,1,38.37037037,38.37037037,42.48148148,39.74074074,37.27407407,35.40955448,36.43800322,36.88325282,38.38897835,38.46312399,39.28395062,36.00171766,38.4462597,90.32258065,102.9411765,99.75885052,140,10.96296296,20.51047758,1,1,0,0,1,66.6216334,1,-0.168,0,1,1,1,1,1
2/11/13,21.24,21.34,21.15,19.058614,33552000,13971.24,3192,92.55319575,1,58.84953043,1,2475,2432.5,2531.333333,2639.75,2644.4,2636.666667,2589.285714,2605.5,2635.222222,2630.7,2584.833333,2604.333333,2602.390909,97.77455886,93.59400998,94.0814232,92.9402929,-188,-7.059707097,1,0,1,1,1,44.01168452,0,36.4,37.38518519,37.71358025,40.96111111,39.07259259,37.12839506,35.5510467,36.43325282,36.82955806,38.19008052,39.44074074,36.98271605,37.86461133,96.51695692,93.15993023,95.31270819,115.4876616,4.881481481,8.165713508,0,0,1,1,0,61.95823483,0,0.222,1,0,1,0,0,1
2/12/13,21.25,21.27,20.940001,18.789804,46463500,14018.7,3186.49,60.6382953,0,57.57572097,0,3183,2829,2682.666667,2694.25,2748.4,2734.166667,2714.714286,2663.5,2669.666667,2690,2857.166667,2823.933333,2779.636364,118.6505964,115.8128366,118.3271375,107.3524452,218,7.352445194,1,1,1,1,1,65.56886228,1,30.8,33.6,35.19012346,35.98518519,38.92888889,37.69382716,36.22433862,34.95716586,35.80733584,36.22660225,34.25679012,36.31506173,35.2399473,87.52455796,79.11862085,85.02039408,60.74506939,-19.9037037,-32.90764966,0,0,0,0,0,49.08091719,0,0.681,1,1,0,1,0,1
2/13/13,21,21.139999,20.93,18.942129,63608700,13982.91,3196.88,78.7233264,1,52.88458907,0,2872,3027.5,2843.333333,2730,2729.8,2769,2753.857143,2734.375,2686.666667,2689.9,2777.333333,2789.6,2723.009091,101.0082063,105.2091728,106.7697684,105.2400147,143,5.240014657,0,1,0,0,0,47.23049434,0,40.6,35.7,35.93333333,36.54259259,36.90814815,39.20740741,38.10899471,36.7712963,35.58414743,36.28660225,37.89506173,39.48592593,37.07085639,112.987013,110.0028098,111.8870257,105.8108108,2.22962963,6.340509259,1,1,1,1,1,32.9925187,0,0.463,0,0,0,0,0,1
2/14/13,20.879999,21,20.51,18.807725,67172100,13973.39,3198.66,62.7659949,0,46.19048302,0,3021,2946.5,3025.333333,2887.75,2788.2,2778.333333,2805,2787.25,2766.222222,2720.1,2932.166667,2826.866667,2774.809091,99.85676509,108.3494728,111.0620933,126.4016736,631,26.40167364,1,1,1,0,1,59.17085427,1,74.2,57.4,48.53333333,45.5,44.07407407,43.12345679,44.20634921,42.62037037,40.93004115,39.44573269,55.06666667,49.33876543,45.76469038,152.8846154,168.3529412,188.1065325,193.3783784,35.82962963,91.56460905,1,1,1,1,1,85.14750763,1,0.37,0,0,1,0,1,0
2/15/13,20.940001,21.07,20.92,18.807725,44439700,13981.76,3192.03,62.7659949,1,48.25871475,1,2530,2775.5,2807.666667,2901.5,2816.2,2745.166667,2742.857143,2770.625,2758.666667,2742.6,2777.666667,2702.133333,2703.945455,90.11041197,89.83736951,92.24823161,102.2222222,55,2.222222222,0,0,0,0,0,54.01376147,0,37.8,56,50.86666667,45.85,43.96,43.02839506,42.36296296,43.40555556,42.08477366,40.61703704,43.16666667,41.98271605,40.10484848,74.31192661,85.98726115,93.06439553,103.8461538,1.4,2.775862069,0,1,0,0,0,49.6735905,0,0.204,0,1,1,1,1,1
2/19/13,21.01,21.48,20.950001,19.228859,45590500,14035.67,3213.59,98.14805593,1,65.45448827,1,2498,2514,2683,2730.25,2820.8,2763.166667,2709.857143,2712.25,2740.333333,2732.6,2652.833333,2710.133333,2689.945455,93.10473351,88.55643789,91.41476982,78.47942193,-685,-21.52057807,0,0,1,1,0,50.68007096,0,103.4444444,70.62222222,71.81481481,64.01111111,57.36888889,53.87407407,51.65925926,49.99814815,50.07654321,48.22074074,77.15555556,63.78814815,58.26141414,144.0433213,180.3145336,214.5227196,335.8585859,72.64444444,181.6111111,1,1,1,1,1,72.19361483,1,0.592,1,1,1,0,1,1
2/20/13,21.49,21.67,21.07,18.915249,47494700,13927.54,3164.41,51.72418749,0,61.27662687,0,2607,2552.5,2545,2664,2705.6,2785.166667,2740.857143,2697,2700.555556,2727,2645,2749.533333,2705.181818,102.4361493,96.35570668,95.59955996,90.7729805,-265,-9.227019499,1,0,1,1,1,23.62637363,0,88.66666667,96.05555556,76.63703704,76.02777778,68.94222222,62.58518519,58.84444444,56.28518519,54.29465021,53.93555556,80.24074074,67.80148148,60.25030303,115.6968877,128.6101083,164.3937209,218.3908046,48.06666667,112.8095238,0,1,1,0,0,68.05825243,0,0.239,0,0,0,0,0,0
2/21/13,21,21.02,20.709999,18.601638,33007100,13880.62,3131.49,21.5517901,0,53.53161918,0,2526,2566.5,2543.666667,2540.25,2636.4,2675.666667,2748.142857,2714,2678,2683.1,2535.5,2645.733333,2654.536364,99.30546455,95.81247155,94.14483247,83.61469712,-495,-16.38530288,0,0,0,0,0,29.93039443,1,101.3333333,95,97.81481481,82.81111111,81.08888889,74.34074074,68.12063492,64.15555556,61.29053498,58.99851852,88.98518519,79.73925926,66.69575758,103.5971223,124.965744,171.7557252,136.5678347,27.13333333,104.0111111,1,1,1,0,0,68.61970296,1,0.156,0,1,0,1,0,0
